CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12544.0,35,19,372.7,0,Low Value Customers
12545.0,74,50,1000.39,0,Low Value Customers
12546.0,46,69,1161.5,0,Low Value Customers
12547.0,197,8,207.79999999999998,1,Churn Risk Customers
12548.0,165,5,95.19999999999999,1,Churn Risk Customers
12550.0,78,57,964.83,0,Low Value Customers
12551.0,357,10,168.0,1,Churn Risk Customers
12552.0,38,20,437.82,0,Low Value Customers
12553.0,7,191,3692.28,0,Low Value Customers
12556.0,49,121,603.71,0,Low Value Customers
12557.0,15,33,11990.960000000001,0,Low Value Customers
12558.0,7,11,269.96,0,Low Value Customers
12559.0,310,21,561.71,1,Churn Risk Customers
12560.0,4,105,2134.01,0,Low Value Customers
12561.0,302,16,238.85,1,Churn Risk Customers
12562.0,7,168,3781.7400000000002,0,Low Value Customers
12564.0,260,21,456.9,1,Churn Risk Customers
12565.0,288,9,145.92,1,Churn Risk Customers
12566.0,85,19,351.65,0,Low Value Customers
12567.0,22,446,9401.28,3,High Value / VIP Customers
12569.0,1,188,4124.69,0,Low Value Customers
12571.0,39,34,519.61,0,Low Value Customers
12572.0,8,60,1020.42,0,Low Value Customers
12573.0,226,28,160.54000000000002,1,Churn Risk Customers
12574.0,315,11,218.45,1,Churn Risk Customers
12576.0,35,88,1315.83,0,Low Value Customers
12577.0,34,147,657.8,0,Low Value Customers
12578.0,20,114,2794.51,0,Low Value Customers
12579.0,77,29,440.42,0,Low Value Customers
12580.0,246,24,415.7,1,Churn Risk Customers
12581.0,39,15,197.71,0,Low Value Customers
12582.0,238,22,511.36,1,Churn Risk Customers
12583.0,2,247,7281.38,0,Low Value Customers
12584.0,3,96,2338.15,0,Low Value Customers
12585.0,233,87,2040.1,1,Churn Risk Customers
12586.0,16,11,196.94000000000003,0,Low Value Customers
12587.0,7,4,144.0,0,Low Value Customers
12588.0,38,10,214.89999999999998,0,Low Value Customers
12589.0,28,35,646.68,0,Low Value Customers
12590.0,210,68,9864.26,1,Churn Risk Customers
12591.0,316,26,452.84999999999997,1,Churn Risk Customers
12592.0,91,18,437.6,0,Low Value Customers
12593.0,108,21,418.09999999999997,0,Low Value Customers
12594.0,37,118,3338.2200000000003,0,Low Value Customers
12596.0,50,27,618.27,0,Low Value Customers
12597.0,18,206,3811.22,0,Low Value Customers
12598.0,9,132,3023.08,0,Low Value Customers
12599.0,28,62,1032.58,0,Low Value Customers
12600.0,28,64,2599.04,0,Low Value Customers
12601.0,189,28,577.0600000000001,1,Churn Risk Customers
12602.0,58,12,153.12,0,Low Value Customers
12603.0,21,2,739.1999999999999,0,Low Value Customers
12604.0,78,16,254.18,0,Low Value Customers
12607.0,59,101,1579.51,0,Low Value Customers
12609.0,77,60,1126.85,0,Low Value Customers
12610.0,22,106,2099.54,0,Low Value Customers
12611.0,51,65,1193.32,0,Low Value Customers
12612.0,73,19,704.0400000000001,0,Low Value Customers
12613.0,56,153,3344.38,0,Low Value Customers
12614.0,277,20,315.6,1,Churn Risk Customers
12615.0,1,105,2291.19,0,Low Value Customers
12616.0,94,32,713.3,0,Low Value Customers
12617.0,28,42,355.53,0,Low Value Customers
12618.0,21,11,177.31,0,Low Value Customers
12619.0,15,90,3641.24,0,Low Value Customers
12620.0,14,92,1339.41,0,Low Value Customers
12621.0,1,467,13689.67,3,High Value / VIP Customers
12622.0,231,11,180.1,1,Churn Risk Customers
12623.0,275,18,305.1,1,Churn Risk Customers
12624.0,105,38,641.13,0,Low Value Customers
12625.0,211,86,2683.82,1,Churn Risk Customers
12626.0,22,294,6620.48,0,Low Value Customers
12627.0,10,230,4478.53,0,Low Value Customers
12628.0,3,41,786.46,0,Low Value Customers
12630.0,9,64,1270.88,0,Low Value Customers
12631.0,56,31,640.5,0,Low Value Customers
12633.0,58,101,2163.98,0,Low Value Customers
12635.0,89,101,1689.18,0,Low Value Customers
12637.0,66,390,6021.9,0,Low Value Customers
12638.0,32,39,671.69,0,Low Value Customers
12639.0,238,22,486.1,1,Churn Risk Customers
12640.0,23,53,1174.58,0,Low Value Customers
12641.0,114,10,185.9,0,Low Value Customers
12642.0,24,47,1013.26,0,Low Value Customers
12643.0,127,24,3344.64,0,Low Value Customers
12644.0,129,31,477.91,0,Low Value Customers
12645.0,33,73,1775.18,0,Low Value Customers
12646.0,4,45,1346.97,0,Low Value Customers
12647.0,21,121,3722.82,0,Low Value Customers
12648.0,154,21,318.05,0,Low Value Customers
12649.0,106,31,623.51,0,Low Value Customers
12650.0,2,20,314.44,0,Low Value Customers
12651.0,334,9,114.0,1,Churn Risk Customers
12652.0,330,48,919.98,1,Churn Risk Customers
12653.0,148,43,2209.85,0,Low Value Customers
12654.0,10,38,601.98,0,Low Value Customers
12656.0,16,126,4051.17,0,Low Value Customers
12657.0,10,47,1643.18,0,Low Value Customers
12658.0,18,36,686.05,0,Low Value Customers
12659.0,29,5,91.68,0,Low Value Customers
12660.0,10,13,245.1,0,Low Value Customers
12662.0,0,230,3849.78,0,Low Value Customers
12664.0,7,37,4881.88,0,Low Value Customers
12665.0,324,3,63.0,1,Churn Risk Customers
12667.0,57,33,620.13,0,Low Value Customers
12668.0,11,161,3807.15,0,Low Value Customers
12669.0,150,101,2744.0299999999997,0,Low Value Customers
12670.0,9,92,2996.05,0,Low Value Customers
12672.0,329,10,225.89999999999998,1,Churn Risk Customers
12673.0,4,42,610.52,0,Low Value Customers
12674.0,38,83,1970.6,0,Low Value Customers
12676.0,24,45,1331.39,0,Low Value Customers
12678.0,41,165,17628.46,0,Low Value Customers
12679.0,58,48,1113.02,0,Low Value Customers
12680.0,0,52,862.81,0,Low Value Customers
12681.0,14,638,13787.54,3,High Value / VIP Customers
12682.0,3,525,12288.22,3,High Value / VIP Customers
12683.0,3,344,8476.57,0,Low Value Customers
12684.0,7,105,2283.63,0,Low Value Customers
12685.0,27,157,2863.08,0,Low Value Customers
12686.0,371,7,89.14,1,Churn Risk Customers
12688.0,113,171,4873.8099999999995,0,Low Value Customers
12689.0,25,72,1247.61,0,Low Value Customers
12690.0,205,16,389.01,1,Churn Risk Customers
12691.0,27,32,1035.8,0,Low Value Customers
12693.0,126,39,855.91,0,Low Value Customers
12694.0,69,37,869.67,0,Low Value Customers
12695.0,6,27,582.1,0,Low Value Customers
12697.0,28,41,957.59,0,Low Value Customers
12700.0,7,268,4939.99,0,Low Value Customers
12701.0,79,53,797.71,0,Low Value Customers
12702.0,19,12,219.0,0,Low Value Customers
12703.0,70,21,283.55,0,Low Value Customers
12704.0,6,88,2340.84,0,Low Value Customers
12705.0,14,334,6868.29,0,Low Value Customers
12707.0,291,33,603.42,1,Churn Risk Customers
12708.0,29,157,2712.91,0,Low Value Customers
12709.0,14,208,9736.52,0,Low Value Customers
12710.0,96,77,1149.02,0,Low Value Customers
12712.0,28,133,4396.13,0,Low Value Customers
12713.0,0,38,848.55,0,Low Value Customers
12714.0,8,259,4708.86,0,Low Value Customers
12715.0,105,21,353.86,0,Low Value Customers
12716.0,3,69,1053.49,0,Low Value Customers
12717.0,150,55,1030.98,0,Low Value Customers
12718.0,70,19,238.25,0,Low Value Customers
12719.0,4,39,644.95,0,Low Value Customers
12720.0,2,354,5781.73,0,Low Value Customers
12721.0,31,161,2656.13,0,Low Value Customers
12722.0,84,53,997.63,0,Low Value Customers
12723.0,3,69,725.07,0,Low Value Customers
12724.0,4,53,1031.41,0,Low Value Customers
12725.0,370,24,427.8,1,Churn Risk Customers
12726.0,27,124,2609.1,0,Low Value Customers
12727.0,10,139,3980.7,0,Low Value Customers
12728.0,70,46,836.33,0,Low Value Customers
12729.0,113,26,453.01,0,Low Value Customers
12731.0,23,274,18895.91,0,Low Value Customers
12732.0,179,12,236.26000000000002,1,Churn Risk Customers
12733.0,233,22,383.95,1,Churn Risk Customers
12734.0,352,4,110.39999999999999,1,Churn Risk Customers
12735.0,314,43,779.5699999999999,1,Churn Risk Customers
12736.0,332,4,234.0,1,Churn Risk Customers
12738.0,371,11,155.35,1,Churn Risk Customers
12739.0,77,38,1013.04,0,Low Value Customers
12740.0,63,27,427.6,0,Low Value Customers
12743.0,133,134,546.43,0,Low Value Customers
12744.0,51,222,21279.29,0,Low Value Customers
12747.0,1,103,4196.01,0,Low Value Customers
12748.0,0,4595,33719.73,2,Regular Customers
12749.0,3,199,4090.88,0,Low Value Customers
12750.0,128,15,275.88,0,Low Value Customers
12752.0,80,53,4366.78,0,Low Value Customers
12753.0,22,197,21429.39,0,Low Value Customers
12754.0,235,63,3010.74,1,Churn Risk Customers
12755.0,280,4,3811.95,1,Churn Risk Customers
12756.0,86,4,112.07999999999998,0,Low Value Customers
12757.0,15,371,7857.1,0,Low Value Customers
12758.0,116,97,2791.59,0,Low Value Customers
12759.0,51,95,1531.44,0,Low Value Customers
12762.0,7,69,1898.52,0,Low Value Customers
12763.0,137,18,494.08,0,Low Value Customers
12764.0,316,45,1693.88,1,Churn Risk Customers
12766.0,3,310,6989.63,0,Low Value Customers
12769.0,238,32,1143.6,1,Churn Risk Customers
12770.0,210,12,1351.45,1,Churn Risk Customers
12772.0,59,55,892.47,0,Low Value Customers
12775.0,16,66,1386.04,0,Low Value Customers
12778.0,19,50,822.23,0,Low Value Customers
12779.0,37,149,3981.36,0,Low Value Customers
12781.0,63,25,826.74,0,Low Value Customers
12782.0,4,103,2330.92,0,Low Value Customers
12783.0,1,84,2225.91,0,Low Value Customers
12784.0,8,59,574.42,0,Low Value Customers
12785.0,363,14,311.95,1,Churn Risk Customers
12787.0,9,20,463.66,0,Low Value Customers
12789.0,64,4,91.85,0,Low Value Customers
12790.0,191,21,324.92,1,Churn Risk Customers
12791.0,373,2,192.60000000000002,1,Churn Risk Customers
12792.0,256,25,400.53999999999996,1,Churn Risk Customers
12793.0,334,24,545.48,1,Churn Risk Customers
12794.0,52,45,860.41,0,Low Value Customers
12795.0,18,14,430.48,0,Low Value Customers
12797.0,365,13,254.03,1,Churn Risk Customers
12798.0,9,8,6977.04,0,Low Value Customers
12802.0,186,25,427.58,1,Churn Risk Customers
12808.0,36,28,483.65000000000003,0,Low Value Customers
12809.0,177,25,489.31,1,Churn Risk Customers
12811.0,260,31,514.85,1,Churn Risk Customers
12812.0,44,15,229.64000000000001,0,Low Value Customers
12814.0,101,2,125.92,0,Low Value Customers
12815.0,147,47,1063.46,0,Low Value Customers
12816.0,95,29,572.2,0,Low Value Customers
12817.0,280,4,166.04,1,Churn Risk Customers
12818.0,261,14,1542.08,1,Churn Risk Customers
12820.0,2,59,942.34,0,Low Value Customers
12821.0,213,6,92.72,1,Churn Risk Customers
12822.0,70,46,948.88,0,Low Value Customers
12823.0,74,5,1759.5,0,Low Value Customers
12824.0,59,25,397.12,0,Low Value Customers
12826.0,2,91,1474.72,0,Low Value Customers
12827.0,5,25,430.15000000000003,0,Low Value Customers
12828.0,2,56,1018.71,0,Low Value Customers
12829.0,336,11,293.0,1,Churn Risk Customers
12830.0,37,38,6814.64,0,Low Value Customers
12831.0,261,9,215.05,1,Churn Risk Customers
12832.0,31,27,383.03,0,Low Value Customers
12833.0,144,24,417.38,0,Low Value Customers
12834.0,282,18,312.38,1,Churn Risk Customers
12836.0,58,175,2612.86,0,Low Value Customers
12837.0,172,12,134.1,1,Churn Risk Customers
12838.0,33,123,683.13,0,Low Value Customers
12839.0,2,314,5591.42,0,Low Value Customers
12840.0,143,113,2726.77,0,Low Value Customers
12841.0,4,420,4022.35,3,High Value / VIP Customers
12842.0,69,34,1118.99,0,Low Value Customers
12843.0,65,103,1702.26,0,Low Value Customers
12844.0,28,52,325.96000000000004,0,Low Value Customers
12845.0,266,27,354.09,1,Churn Risk Customers
12847.0,21,91,871.54,0,Low Value Customers
12849.0,30,51,1050.8899999999999,0,Low Value Customers
12851.0,96,50,135.18,0,Low Value Customers
12852.0,294,17,311.55,1,Churn Risk Customers
12853.0,134,78,1957.1000000000001,0,Low Value Customers
12854.0,78,110,1324.5,0,Low Value Customers
12855.0,372,3,38.1,1,Churn Risk Customers
12856.0,7,314,2179.93,0,Low Value Customers
12857.0,210,46,1106.4,1,Churn Risk Customers
12863.0,51,5,521.2,0,Low Value Customers
12864.0,137,3,147.12,0,Low Value Customers
12865.0,25,95,1568.23,0,Low Value Customers
12866.0,282,26,559.12,1,Churn Risk Customers
12867.0,25,538,4036.82,3,High Value / VIP Customers
12868.0,185,107,1607.0600000000002,1,Churn Risk Customers
12871.0,83,11,380.64,0,Low Value Customers
12872.0,326,66,599.97,1,Churn Risk Customers
12873.0,281,4,374.0,1,Churn Risk Customers
12875.0,142,2,343.2300000000001,0,Low Value Customers
12876.0,57,85,2218.02,0,Low Value Customers
12877.0,3,154,1535.77,0,Low Value Customers
12878.0,235,47,854.99,1,Churn Risk Customers
12879.0,44,10,573.22,0,Low Value Customers
12881.0,275,7,298.0,1,Churn Risk Customers
12882.0,8,13,1463.04,0,Low Value Customers
12883.0,24,42,703.47,0,Low Value Customers
12884.0,87,7,309.05,0,Low Value Customers
12885.0,62,71,1175.22,0,Low Value Customers
12886.0,67,82,1378.4,0,Low Value Customers
12888.0,213,5,354.12,1,Churn Risk Customers
12890.0,23,82,380.46999999999997,0,Low Value Customers
12891.0,185,3,331.0,1,Churn Risk Customers
12893.0,30,34,188.14,0,Low Value Customers
12895.0,41,22,372.8,0,Low Value Customers
12897.0,204,4,216.5,1,Churn Risk Customers
12901.0,8,116,17654.54,0,Low Value Customers
12902.0,264,10,138.68,1,Churn Risk Customers
12904.0,17,72,509.58,0,Low Value Customers
12906.0,11,63,2919.81,0,Low Value Customers
12908.0,175,2,750.0,1,Churn Risk Customers
12909.0,39,91,2178.67,0,Low Value Customers
12910.0,22,75,3075.04,0,Low Value Customers
12912.0,2,24,1662.3,0,Low Value Customers
12913.0,4,50,2483.63,0,Low Value Customers
12915.0,148,22,363.65,0,Low Value Customers
12916.0,138,107,3006.15,0,Low Value Customers
12917.0,127,2,594.0,0,Low Value Customers
12919.0,7,50,1335.19,0,Low Value Customers
12920.0,16,28,164.23,0,Low Value Customers
12921.0,8,720,16587.09,3,High Value / VIP Customers
12922.0,160,28,405.38,0,Low Value Customers
12923.0,63,29,176.97,0,Low Value Customers
12924.0,87,30,933.7,0,Low Value Customers
12925.0,4,45,694.05,0,Low Value Customers
12928.0,34,84,2062.7000000000003,0,Low Value Customers
12929.0,311,8,117.85,1,Churn Risk Customers
12930.0,77,25,415.8,0,Low Value Customers
12931.0,21,82,42055.96,0,Low Value Customers
12933.0,23,106,607.53,0,Low Value Customers
12935.0,1,129,2160.7,0,Low Value Customers
12936.0,16,62,1063.9,0,Low Value Customers
12937.0,14,120,1504.27,0,Low Value Customers
12938.0,25,9,114.14,0,Low Value Customers
12939.0,63,47,11581.8,0,Low Value Customers
12940.0,54,99,913.54,0,Low Value Customers
12942.0,130,75,683.9,0,Low Value Customers
12944.0,35,30,604.51,0,Low Value Customers
12945.0,287,23,462.95,1,Churn Risk Customers
12947.0,143,97,1603.99,0,Low Value Customers
12948.0,15,116,2064.95,0,Low Value Customers
12949.0,30,215,4167.22,0,Low Value Customers
12950.0,1,23,1843.0,0,Low Value Customers
12951.0,8,63,1064.07,0,Low Value Customers
12952.0,5,79,1387.79,0,Low Value Customers
12953.0,9,17,329.85,0,Low Value Customers
12955.0,0,180,4757.16,0,Low Value Customers
12956.0,305,19,108.07,1,Churn Risk Customers
12957.0,9,238,4017.54,0,Low Value Customers
12962.0,6,16,266.39,0,Low Value Customers
12963.0,7,95,1856.63,0,Low Value Customers
12965.0,88,109,771.91,0,Low Value Customers
12966.0,9,10,160.18,0,Low Value Customers
12967.0,357,19,1660.9,1,Churn Risk Customers
12968.0,111,5,135.95,0,Low Value Customers
12970.0,6,151,452.24,0,Low Value Customers
12971.0,3,305,11189.91,0,Low Value Customers
12974.0,197,8,144.8,1,Churn Risk Customers
12976.0,211,22,738.6,1,Churn Risk Customers
12977.0,155,9,39.239999999999995,0,Low Value Customers
12980.0,157,20,7374.900000000001,1,Churn Risk Customers
12981.0,29,20,372.21999999999997,0,Low Value Customers
12982.0,242,28,390.54,1,Churn Risk Customers
12984.0,18,4,97.5,0,Low Value Customers
12985.0,0,76,1239.38,0,Low Value Customers
12987.0,73,28,558.7,0,Low Value Customers
12988.0,291,92,535.32,1,Churn Risk Customers
12989.0,2,64,6924.110000000001,0,Low Value Customers
12990.0,30,13,409.5,0,Low Value Customers
12991.0,22,31,503.76,0,Low Value Customers
12993.0,22,27,414.76,0,Low Value Customers
12994.0,3,61,974.4200000000001,0,Low Value Customers
12995.0,84,3,211.32,0,Low Value Customers
12997.0,21,59,1226.89,0,Low Value Customers
12999.0,195,28,455.88,1,Churn Risk Customers
13000.0,106,31,534.85,0,Low Value Customers
13001.0,3,339,9818.82,0,Low Value Customers
13002.0,317,7,120.94999999999999,1,Churn Risk Customers
13003.0,105,6,149.05,0,Low Value Customers
13004.0,11,404,5655.91,0,Low Value Customers
13005.0,173,26,513.7,1,Churn Risk Customers
13006.0,55,4,81.57,0,Low Value Customers
13008.0,322,14,229.46999999999997,1,Churn Risk Customers
13011.0,371,3,50.550000000000004,1,Churn Risk Customers
13012.0,8,89,1661.8400000000001,0,Low Value Customers
13013.0,0,219,4810.9400000000005,0,Low Value Customers
13014.0,10,109,3466.2799999999997,0,Low Value Customers
13015.0,52,176,3346.28,0,Low Value Customers
13016.0,72,47,789.89,0,Low Value Customers
13017.0,6,1,204.0,0,Low Value Customers
13018.0,15,458,7277.7,3,High Value / VIP Customers
13021.0,3,131,2616.38,0,Low Value Customers
13023.0,63,40,689.9,0,Low Value Customers
13026.0,0,40,975.36,0,Low Value Customers
13027.0,113,26,6912.0,0,Low Value Customers
13028.0,22,45,661.3199999999999,0,Low Value Customers
13029.0,30,10,1247.5,0,Low Value Customers
13030.0,10,99,799.48,0,Low Value Customers
13032.0,51,71,1010.18,0,Low Value Customers
13033.0,356,11,190.55,1,Churn Risk Customers
13034.0,54,37,642.77,0,Low Value Customers
13035.0,73,27,921.88,0,Low Value Customers
13037.0,137,48,881.07,0,Low Value Customers
13038.0,79,28,908.46,0,Low Value Customers
13040.0,8,43,676.99,0,Low Value Customers
13043.0,272,13,516.42,1,Churn Risk Customers
13044.0,290,33,560.47,1,Churn Risk Customers
13045.0,98,18,305.28000000000003,0,Low Value Customers
13046.0,30,35,629.31,0,Low Value Customers
13047.0,31,172,3237.54,0,Low Value Customers
13048.0,13,136,1835.91,0,Low Value Customers
13049.0,63,14,656.6800000000001,0,Low Value Customers
13050.0,14,403,5836.86,0,Low Value Customers
13052.0,211,18,348.15000000000003,1,Churn Risk Customers
13055.0,77,76,1214.41,0,Low Value Customers
13058.0,24,8,271.40000000000003,0,Low Value Customers
13059.0,249,8,183.4,1,Churn Risk Customers
13060.0,253,15,307.53,1,Churn Risk Customers
13061.0,71,10,248.61,0,Low Value Customers
13062.0,190,11,346.98,1,Churn Risk Customers
13064.0,12,69,1119.49,0,Low Value Customers
13065.0,372,14,205.86,1,Churn Risk Customers
13066.0,23,48,470.8,0,Low Value Customers
13067.0,81,15,115.46000000000001,0,Low Value Customers
13068.0,9,2,344.0,0,Low Value Customers
13069.0,0,425,4436.12,3,High Value / VIP Customers
13070.0,191,9,228.8,1,Churn Risk Customers
13072.0,266,7,177.15,1,Churn Risk Customers
13075.0,129,22,919.61,0,Low Value Customers
13077.0,0,112,729.27,0,Low Value Customers
13078.0,2,358,12627.94,0,Low Value Customers
13079.0,3,6,220.10000000000002,0,Low Value Customers
13080.0,178,6,58.08,1,Churn Risk Customers
13081.0,11,1024,28337.38,3,High Value / VIP Customers
13082.0,125,73,3613.63,0,Low Value Customers
13083.0,3,18,303.75,0,Low Value Customers
13085.0,157,22,416.08000000000004,0,Low Value Customers
13089.0,2,1818,58825.83,3,High Value / VIP Customers
13090.0,8,155,8910.82,0,Low Value Customers
13091.0,27,21,345.82,0,Low Value Customers
13092.0,70,25,477.83,0,Low Value Customers
13093.0,275,159,7832.47,1,Churn Risk Customers
13094.0,20,24,1927.3200000000002,0,Low Value Customers
13095.0,70,6,74.39999999999999,0,Low Value Customers
